Classical Model;Bus 7;Bus 5;Bus 7;Bus 5
1,866467;17,562013;-9,134313;1,010537;0,938208
1,867467;17,403167;-9,166286;1,010802;0,938387
1,868467;17,244777;-9,198153;1,011066;0,938564
1,869467;17,086848;-9,229913;1,011329;0,938739
1,870467;16,929387;-9,261565;1,011589;0,938912
1,871467;16,772400;-9,293107;1,011848;0,939084
1,872467;16,615893;-9,324537;1,012106;0,939254
1,873467;16,459873;-9,355854;1,012361;0,939423
1,874467;16,304344;-9,387057;1,012615;0,939589
1,875467;16,149314;-9,418144;1,012867;0,939754
1,876467;15,994789;-9,449114;1,013117;0,939917
1,877467;15,840774;-9,479965;1,013366;0,940078
1,878467;15,687276;-9,510697;1,013613;0,940238
1,879467;15,534301;-9,541307;1,013858;0,940396
1,880467;15,381855;-9,571795;1,014101;0,940552
1,881467;15,229943;-9,602158;1,014343;0,940707
1,882467;15,078573;-9,632396;1,014583;0,940860
1,883467;14,927749;-9,662508;1,014821;0,941011
1,884467;14,777478;-9,692492;1,015057;0,941161
1,885467;14,627766;-9,722346;1,015291;0,941309
1,886467;14,478618;-9,752069;1,015524;0,941455
1,887467;14,330041;-9,781661;1,015755;0,941599
1,888467;14,182041;-9,811119;1,015984;0,941742
1,889467;14,034623;-9,840443;1,016211;0,941884
1,890467;13,887794;-9,869632;1,016436;0,942023
1,891467;13,741559;-9,898683;1,016660;0,942161
1,892467;13,595924;-9,927596;1,016881;0,942298
1,893467;13,450894;-9,956369;1,017101;0,942432
1,894467;13,306477;-9,985002;1,017319;0,942566
1,895467;13,162676;-10,013492;1,017535;0,942697
1,896467;13,019499;-10,041840;1,017750;0,942827
1,897467;12,876951;-10,070043;1,017962;0,942956
1,898467;12,735037;-10,098101;1,018173;0,943083
1,899467;12,593764;-10,126012;1,018382;0,943208
1,900467;12,453137;-10,153775;1,018589;0,943332
1,901467;12,313161;-10,181389;1,018794;0,943454
1,902467;12,173843;-10,208853;1,018997;0,943575
1,903467;12,035187;-10,236166;1,019198;0,943694
1,904467;11,897200;-10,263327;1,019398;0,943811
1,905467;11,759887;-10,290333;1,019596;0,943927
1,906467;11,623253;-10,317186;1,019791;0,944042
1,907467;11,487304;-10,343882;1,019985;0,944155
1,908467;11,352046;-10,370422;1,020177;0,944267
1,909467;11,217484;-10,396804;1,020368;0,944377
1,910467;11,083624;-10,423027;1,020556;0,944486
1,911467;10,950470;-10,449090;1,020743;0,944593
1,912467;10,818028;-10,474993;1,020927;0,944699
1,913467;10,686304;-10,500733;1,021110;0,944803
1,914467;10,555303;-10,526310;1,021291;0,944906
1,915467;10,425030;-10,551724;1,021470;0,945008
1,916467;10,295491;-10,576972;1,021647;0,945108
1,917467;10,166690;-10,602055;1,021823;0,945206
1,918467;10,038633;-10,626971;1,021996;0,945304
1,919467;9,911326;-10,651718;1,022168;0,945400
1,920467;9,784773;-10,676298;1,022338;0,945494
1,921467;9,658979;-10,700707;1,022506;0,945588
1,922467;9,533950;-10,724946;1,022672;0,945680
1,923467;9,409691;-10,749013;1,022836;0,945770
1,924467;9,286207;-10,772908;1,022999;0,945859
1,925467;9,163502;-10,796630;1,023159;0,945947
1,926467;9,041583;-10,820177;1,023318;0,946034
1,927467;8,920453;-10,843550;1,023475;0,946119
1,928467;8,800117;-10,866747;1,023631;0,946203
1,929467;8,680582;-10,889767;1,023784;0,946286
1,930467;8,561851;-10,912609;1,023936;0,946368
1,931467;8,443929;-10,935273;1,024085;0,946448
1,932467;8,326822;-10,957758;1,024233;0,946527
1,933467;8,210533;-10,980064;1,024380;0,946605
1,934467;8,095068;-11,002188;1,024524;0,946681
1,935467;7,980432;-11,024131;1,024667;0,946757
1,936467;7,866629;-11,045892;1,024808;0,946831
1,937467;7,753664;-11,067470;1,024947;0,946904
1,938467;7,641541;-11,088865;1,025084;0,946976
1,939467;7,530265;-11,110075;1,025220;0,947046
1,940467;7,419841;-11,131099;1,025354;0,947116
1,941467;7,310273;-11,151939;1,025486;0,947184
1,942467;7,201566;-11,172591;1,025616;0,947252
1,943467;7,093723;-11,193057;1,025745;0,947318
1,944467;6,986751;-11,213334;1,025872;0,947383
1,945467;6,880652;-11,233424;1,025997;0,947447
1,946467;6,775431;-11,253324;1,026121;0,947509
1,947467;6,671093;-11,273034;1,026243;0,947571
1,948467;6,567642;-11,292554;1,026363;0,947632
1,949467;6,465082;-11,311884;1,026482;0,947692
1,950467;6,363418;-11,331021;1,026599;0,947750
1,951467;6,262652;-11,349967;1,026714;0,947808
1,952467;6,162791;-11,368720;1,026828;0,947864
1,953467;6,063837;-11,387279;1,026940;0,947920
1,954467;5,965795;-11,405645;1,027050;0,947974
1,955467;5,868669;-11,423816;1,027159;0,948028
1,956467;5,772463;-11,441793;1,027266;0,948080
1,957467;5,677181;-11,459574;1,027371;0,948132
1,958467;5,582827;-11,477160;1,027475;0,948183
1,959467;5,489404;-11,494549;1,027578;0,948232
1,960467;5,396916;-11,511741;1,027678;0,948281
1,961467;5,305368;-11,528735;1,027778;0,948329
1,962467;5,214763;-11,545532;1,027875;0,948376
1,963467;5,125104;-11,562131;1,027972;0,948422
1,964467;5,036397;-11,578531;1,028066;0,948467
1,965467;4,948643;-11,594732;1,028159;0,948511
1,966467;4,861847;-11,610733;1,028251;0,948555
1,967467;4,776012;-11,626535;1,028341;0,948597
1,968467;4,691142;-11,642136;1,028430;0,948639
1,969467;4,607240;-11,657536;1,028517;0,948680
1,970467;4,524310;-11,672735;1,028603;0,948720
1,971467;4,442355;-11,687732;1,028687;0,948759
1,972467;4,361379;-11,702528;1,028770;0,948797
1,973467;4,281385;-11,717122;1,028851;0,948835
1,974467;4,202376;-11,731513;1,028931;0,948871
1,975467;4,124355;-11,745701;1,029010;0,948907
1,976467;4,047325;-11,759685;1,029087;0,948943
1,977467;3,971291;-11,773467;1,029163;0,948977
1,978467;3,896254;-11,787044;1,029237;0,949011
1,979467;3,822219;-11,800418;1,029310;0,949044
1,980467;3,749187;-11,813587;1,029382;0,949076
1,981467;3,677162;-11,826551;1,029453;0,949107
1,982467;3,606147;-11,839310;1,029522;0,949138
1,983467;3,536145;-11,851864;1,029590;0,949168
1,984467;3,467159;-11,864213;1,029656;0,949198
1,985467;3,399191;-11,876356;1,029721;0,949226
1,986467;3,332245;-11,888293;1,029785;0,949254
1,987467;3,266322;-11,900024;1,029848;0,949282
1,988467;3,201427;-11,911549;1,029909;0,949308
1,989467;3,137560;-11,922867;1,029969;0,949334
1,990467;3,074726;-11,933979;1,030028;0,949360
1,991467;3,012926;-11,944883;1,030086;0,949385
1,992467;2,952163;-11,955581;1,030143;0,949409
1,993467;2,892440;-11,966071;1,030198;0,949432
1,994467;2,833759;-11,976354;1,030252;0,949455
1,995467;2,776122;-11,986429;1,030305;0,949478
1,996467;2,719531;-11,996297;1,030357;0,949499
1,997467;2,663990;-12,005957;1,030407;0,949520
1,998467;2,609499;-12,015409;1,030457;0,949541
1,999467;2,556062;-12,024653;1,030505;0,949561
2,000467;2,503681;-12,033688;1,030553;0,949580
2,001467;2,452357;-12,042516;1,030599;0,949599
2,002467;2,402093;-12,051135;1,030644;0,949618
2,003467;2,352891;-12,059546;1,030688;0,949635
2,004467;2,304752;-12,067748;1,030731;0,949653
2,005467;2,257679;-12,075741;1,030772;0,949669
2,006467;2,211674;-12,083526;1,030813;0,949686
2,007467;2,166738;-12,091103;1,030853;0,949701
2,008467;2,122872;-12,098470;1,030891;0,949717
2,009467;2,080080;-12,105629;1,030929;0,949731
2,010467;2,038362;-12,112579;1,030966;0,949745
2,011467;1,997721;-12,119320;1,031001;0,949759
2,012467;1,958157;-12,125852;1,031036;0,949772
2,013467;1,919673;-12,132176;1,031070;0,949785
2,014467;1,882269;-12,138290;1,031102;0,949797
2,015467;1,845948;-12,144196;1,031134;0,949809
2,016467;1,810710;-12,149893;1,031165;0,949821
2,017467;1,776558;-12,155381;1,031194;0,949832
2,018467;1,743492;-12,160660;1,031223;0,949842
2,019467;1,711513;-12,165731;1,031251;0,949852
2,020467;1,680624;-12,170592;1,031278;0,949862
2,021467;1,650824;-12,175245;1,031304;0,949871
2,022467;1,622116;-12,179690;1,031329;0,949879
2,023467;1,594500;-12,183926;1,031354;0,949888
2,024467;1,567977;-12,187953;1,031377;0,949896
2,025467;1,542548;-12,191772;1,031399;0,949903
2,026467;1,518215;-12,195382;1,031421;0,949910
2,027467;1,494977;-12,198785;1,031442;0,949917
2,028467;1,472837;-12,201979;1,031461;0,949923
2,029467;1,451794;-12,204965;1,031480;0,949929
2,030467;1,431850;-12,207743;1,031498;0,949934
2,031467;1,413005;-12,210313;1,031516;0,949939
2,032467;1,395260;-12,212675;1,031532;0,949944
2,033467;1,378615;-12,214830;1,031548;0,949948
2,034467;1,363071;-12,216777;1,031562;0,949952
2,035467;1,348628;-12,218517;1,031576;0,949956
2,036467;1,335288;-12,220049;1,031589;0,949959
2,037467;1,323049;-12,221375;1,031602;0,949961
2,038467;1,311914;-12,222493;1,031613;0,949964
2,039467;1,301881;-12,223405;1,031624;0,949966
2,040467;1,292951;-12,224109;1,031633;0,949967
2,041467;1,285125;-12,224608;1,031642;0,949968
2,042467;1,278403;-12,224900;1,031651;0,949969
2,043467;1,272784;-12,224986;1,031658;0,949970
2,044467;1,268269;-12,224866;1,031665;0,949970
2,045467;1,264857;-12,224540;1,031670;0,949970
2,046467;1,262550;-12,224008;1,031675;0,949969
2,047467;1,261346;-12,223271;1,031680;0,949968
2,048467;1,261246;-12,222329;1,031683;0,949967
2,049467;1,262249;-12,221182;1,031686;0,949965
2,050467;1,264355;-12,219830;1,031688;0,949963
2,051467;1,267564;-12,218274;1,031689;0,949960
2,052467;1,271876;-12,216513;1,031689;0,949958
2,053467;1,277289;-12,214548;1,031688;0,949954
2,054467;1,283805;-12,212379;1,031687;0,949951
2,055467;1,291422;-12,210006;1,031685;0,949947
2,056467;1,300139;-12,207430;1,031682;0,949943
2,057467;1,309957;-12,204651;1,031679;0,949938
2,058467;1,320875;-12,201669;1,031674;0,949933
2,059467;1,332891;-12,198484;1,031669;0,949928
2,060467;1,346006;-12,195097;1,031663;0,949922
2,061467;1,360218;-12,191507;1,031656;0,949916
2,062467;1,375526;-12,187716;1,031649;0,949909
2,063467;1,391931;-12,183723;1,031640;0,949902
2,064467;1,409431;-12,179529;1,031631;0,949895
2,065467;1,428024;-12,175133;1,031621;0,949887
2,066467;1,447711;-12,170537;1,031611;0,949879
2,067467;1,468489;-12,165740;1,031599;0,949871
2,068467;1,490358;-12,160744;1,031587;0,949862
2,069467;1,513317;-12,155547;1,031574;0,949853
2,070467;1,537365;-12,150151;1,031560;0,949843
2,071467;1,562500;-12,144555;1,031545;0,949833
2,072467;1,588721;-12,138761;1,031529;0,949823
2,073467;1,616027;-12,132767;1,031513;0,949812
2,074467;1,644416;-12,126576;1,031495;0,949801
2,075467;1,673887;-12,120186;1,031477;0,949789
2,076467;1,704438;-12,113599;1,031458;0,949777
2,077467;1,736068;-12,106815;1,031438;0,949764
2,078467;1,768776;-12,099834;1,031418;0,949752
2,079467;1,802560;-12,092655;1,031396;0,949738
2,080467;1,837417;-12,085281;1,031374;0,949724
2,081467;1,873347;-12,077711;1,031350;0,949710
2,082467;1,910348;-12,069945;1,031326;0,949696
2,083467;1,948418;-12,061984;1,031301;0,949680
2,084467;1,987555;-12,053828;1,031275;0,949665
2,085467;2,027757;-12,045478;1,031248;0,949649
2,086467;2,069022;-12,036934;1,031220;0,949632
2,087467;2,111349;-12,028196;1,031192;0,949615
2,088467;2,154735;-12,019265;1,031162;0,949598
2,089467;2,199178;-12,010140;1,031131;0,949580
2,090467;2,244676;-12,000824;1,031100;0,949561
2,091467;2,291227;-11,991315;1,031067;0,949543
2,092467;2,338829;-11,981614;1,031034;0,949523
2,093467;2,387480;-11,971722;1,030999;0,949503
2,094467;2,437177;-11,961640;1,030964;0,949483
2,095467;2,487917;-11,951366;1,030927;0,949462
2,096467;2,539699;-11,940903;1,030890;0,949440
2,097467;2,592521;-11,930250;1,030851;0,949418
2,098467;2,646379;-11,919409;1,030812;0,949396
2,099467;2,701271;-11,908378;1,030771;0,949373
2,100467;2,757195;-11,897159;1,030730;0,949349
2,101467;2,814148;-11,885752;1,030687;0,949325
2,102467;2,872127;-11,874158;1,030643;0,949300
2,103467;2,931130;-11,862377;1,030598;0,949274
2,104467;2,991154;-11,850409;1,030552;0,949249
2,105467;3,052196;-11,838256;1,030505;0,949222
2,106467;3,114254;-11,825917;1,030457;0,949195
2,107467;3,177324;-11,813393;1,030408;0,949167
2,108467;3,241404;-11,800684;1,030357;0,949139
2,109467;3,306491;-11,787792;1,030306;0,949110
2,110467;3,372581;-11,774715;1,030253;0,949080
2,111467;3,439672;-11,761456;1,030199;0,949050
2,112467;3,507761;-11,748014;1,030144;0,949019
2,113467;3,576845;-11,734390;1,030088;0,948987
2,114467;3,646920;-11,720585;1,030030;0,948955
2,115467;3,717984;-11,706599;1,029971;0,948922
2,116467;3,790033;-11,692432;1,029911;0,948888
2,117467;3,863063;-11,678085;1,029850;0,948854
2,118467;3,937072;-11,663559;1,029787;0,948819
2,119467;4,012057;-11,648854;1,029723;0,948783
2,120467;4,088013;-11,633970;1,029658;0,948747
2,121467;4,164937;-11,618909;1,029592;0,948710
2,122467;4,242827;-11,603670;1,029524;0,948672
2,123467;4,321678;-11,588255;1,029455;0,948633
2,124467;4,401487;-11,572664;1,029384;0,948593
2,125467;4,482251;-11,556897;1,029312;0,948553
2,126467;4,563965;-11,540956;1,029239;0,948512
2,127467;4,646627;-11,524840;1,029165;0,948471
2,128467;4,730232;-11,508550;1,029089;0,948428
2,129467;4,814777;-11,492087;1,029011;0,948385
2,130467;4,900257;-11,475451;1,028932;0,948340
2,131467;4,986670;-11,458644;1,028852;0,948295
2,132467;5,074012;-11,441665;1,028770;0,948250
2,133467;5,162277;-11,424515;1,028687;0,948203
2,134467;5,251464;-11,407196;1,028602;0,948155
2,135467;5,341567;-11,389707;1,028516;0,948107
2,136467;5,432583;-11,372049;1,028428;0,948058
2,137467;5,524507;-11,354223;1,028339;0,948007
2,138467;5,617337;-11,336229;1,028248;0,947956
2,139467;5,711066;-11,318068;1,028155;0,947904
2,140467;5,805693;-11,299741;1,028061;0,947852
2,141467;5,901211;-11,281249;1,027966;0,947798
2,142467;5,997618;-11,262592;1,027868;0,947743
2,143467;6,094908;-11,243770;1,027770;0,947687
2,144467;6,193079;-11,224785;1,027669;0,947631
2,145467;6,292124;-11,205637;1,027567;0,947573
2,146467;6,392041;-11,186327;1,027463;0,947515
2,147467;6,492825;-11,166856;1,027358;0,947455
2,148467;6,594470;-11,147224;1,027251;0,947395
2,149467;6,696974;-11,127431;1,027142;0,947333
2,150467;6,800331;-11,107480;1,027032;0,947270
2,151467;6,904538;-11,087370;1,026920;0,947207
2,152467;7,009588;-11,067102;1,026806;0,947142
2,153467;7,115479;-11,046677;1,026690;0,947077
2,154467;7,222205;-11,026095;1,026573;0,947010
2,155467;7,329762;-11,005358;1,026454;0,946942
2,156467;7,438145;-10,984466;1,026333;0,946873
2,157467;7,547350;-10,963420;1,026210;0,946803
2,158467;7,657372;-10,942221;1,026086;0,946732
2,159467;7,768205;-10,920869;1,025960;0,946660
2,160467;7,879846;-10,899365;1,025831;0,946587
2,161467;7,992290;-10,877710;1,025702;0,946512
2,162467;8,105531;-10,855906;1,025570;0,946437
2,163467;8,219565;-10,833951;1,025436;0,946360
2,164467;8,334388;-10,811848;1,025301;0,946282
2,165467;8,449993;-10,789598;1,025163;0,946203
2,166467;8,566377;-10,767200;1,025024;0,946123
2,167467;8,683535;-10,744656;1,024883;0,946042
2,168467;8,801460;-10,721967;1,024740;0,945959
2,169467;8,920149;-10,699134;1,024595;0,945876
2,170467;9,039596;-10,676157;1,024448;0,945791
2,171467;9,159797;-10,653037;1,024300;0,945705
2,172467;9,280746;-10,629775;1,024149;0,945617
2,173467;9,402438;-10,606372;1,023996;0,945529
2,174467;9,524868;-10,582829;1,023842;0,945439
2,175467;9,648031;-10,559147;1,023685;0,945347
2,176467;9,771921;-10,535326;1,023526;0,945255
2,177467;9,896534;-10,511368;1,023366;0,945161
2,178467;10,021865;-10,487273;1,023204;0,945066
2,179467;10,147907;-10,463042;1,023039;0,944970
2,180467;10,274656;-10,438676;1,022873;0,944873
2,181467;10,402106;-10,414177;1,022704;0,944774
2,182467;10,530253;-10,389545;1,022534;0,944674
2,183467;10,659091;-10,364780;1,022361;0,944572
2,184467;10,788613;-10,339884;1,022187;0,944469
2,185467;10,918816;-10,314858;1,022010;0,944365
2,186467;11,049694;-10,289703;1,021832;0,944259
2,187467;11,181241;-10,264420;1,021651;0,944153
2,188467;11,313452;-10,239009;1,021468;0,944044
2,189467;11,446321;-10,213471;1,021284;0,943935
2,190467;11,579842;-10,187808;1,021097;0,943824
2,191467;11,714012;-10,162021;1,020908;0,943711
2,192467;11,848823;-10,136110;1,020717;0,943597
2,193467;11,984270;-10,110077;1,020525;0,943482
2,194467;12,120348;-10,083922;1,020330;0,943365
2,195467;12,257051;-10,057647;1,020133;0,943247
2,196467;12,394374;-10,031252;1,019934;0,943128
2,197467;12,532310;-10,004739;1,019733;0,943007
2,198467;12,670855;-9,978108;1,019529;0,942884
2,199467;12,810003;-9,951361;1,019324;0,942761
2,200467;12,949747;-9,924498;1,019117;0,942635
2,201467;13,090083;-9,897521;1,018907;0,942509
2,202467;13,231004;-9,870430;1,018696;0,942380
2,203467;13,372505;-9,843227;1,018483;0,942251
2,204467;13,514580;-9,815913;1,018267;0,942119
2,205467;13,657223;-9,788488;1,018049;0,941987
2,206467;13,800429;-9,760955;1,017830;0,941853
2,207467;13,944192;-9,733313;1,017608;0,941717
2,208467;14,088506;-9,705564;1,017384;0,941580
2,209467;14,233365;-9,677709;1,017158;0,941441
2,210467;14,378763;-9,649749;1,016931;0,941301
2,211467;14,524695;-9,621686;1,016701;0,941159
2,212467;14,671155;-9,593519;1,016469;0,941016
2,213467;14,818136;-9,565251;1,016235;0,940871
2,214467;14,965633;-9,536883;1,015999;0,940725
2,215467;15,113640;-9,508415;1,015760;0,940577
2,216467;15,262152;-9,479849;1,015520;0,940427
2,217467;15,411161;-9,451185;1,015278;0,940276
2,218467;15,560663;-9,422426;1,015034;0,940124
2,219467;15,710651;-9,393571;1,014788;0,939970
2,220467;15,861119;-9,364623;1,014540;0,939814
2,221467;16,012062;-9,335582;1,014290;0,939657
2,222467;16,163473;-9,306449;1,014037;0,939498
2,223467;16,315346;-9,277226;1,013783;0,939338
2,224467;16,467676;-9,247914;1,013527;0,939176
2,225467;16,620457;-9,218513;1,013269;0,939012
2,226467;16,773681;-9,189026;1,013009;0,938847
2,227467;16,927344;-9,159453;1,012747;0,938681
2,228467;17,081440;-9,129795;1,012483;0,938512
2,229467;17,235962;-9,100054;1,012217;0,938342
2,230467;17,390904;-9,070230;1,011949;0,938171
2,231467;17,546260;-9,040326;1,011680;0,937998
2,232467;17,702024;-9,010341;1,011408;0,937823
2,233467;17,858190;-8,980278;1,011135;0,937647
2,234467;18,014752;-8,950137;1,010859;0,937469
2,235467;18,171704;-8,919919;1,010582;0,937290
2,236467;18,329040;-8,889627;1,010303;0,937109
2,237467;18,486754;-8,859260;1,010022;0,936926
2,238467;18,644839;-8,828821;1,009739;0,936742
2,239467;18,803289;-8,798310;1,009454;0,936556
2,240467;18,962099;-8,767729;1,009168;0,936368
2,241467;19,121262;-8,737079;1,008880;0,936179
2,242467;19,280772;-8,706361;1,008590;0,935989
2,243467;19,440623;-8,675576;1,008298;0,935796
2,244467;19,600808;-8,644726;1,008004;0,935603
2,245467;19,761323;-8,613811;1,007709;0,935407
2,246467;19,922160;-8,582834;1,007412;0,935210
2,247467;20,083313;-8,551795;1,007113;0,935011
2,248467;20,244776;-8,520695;1,006812;0,934811
2,249467;20,406543;-8,489536;1,006510;0,934609
2,250467;20,568608;-8,458318;1,006206;0,934405
2,251467;20,730965;-8,427044;1,005901;0,934200
2,252467;20,893607;-8,395715;1,005594;0,933993
2,253467;21,056529;-8,364331;1,005285;0,933785
2,254467;21,219723;-8,332894;1,004975;0,933575
2,255467;21,383185;-8,301406;1,004663;0,933364
2,256467;21,546907;-8,269866;1,004349;0,933150
2,257467;21,710885;-8,238278;1,004034;0,932936
2,258467;21,875110;-8,206641;1,003717;0,932719
2,259467;22,039578;-8,174958;1,003399;0,932502
2,260467;22,204282;-8,143229;1,003079;0,932282
2,261467;22,369216;-8,111456;1,002758;0,932061
2,262467;22,534373;-8,079640;1,002436;0,931838
2,263467;22,699749;-8,047783;1,002111;0,931614
2,264467;22,865335;-8,015885;1,001786;0,931388
2,265467;23,031127;-7,983947;1,001459;0,931161
2,266467;23,197118;-7,951972;1,001131;0,930932
2,267467;23,363301;-7,919961;1,000801;0,930702
2,268467;23,529672;-7,887914;1,000470;0,930470
2,269467;23,696222;-7,855833;1,000137;0,930236
2,270467;23,862948;-7,823719;0,999804;0,930001
2,271467;24,029841;-7,791574;0,999469;0,929764
2,272467;24,196896;-7,759399;0,999132;0,929526
2,273467;24,364107;-7,727195;0,998795;0,929286
2,274467;24,531468;-7,694963;0,998456;0,929045
2,275467;24,698973;-7,662705;0,998116;0,928802
2,276467;24,866615;-7,630422;0,997775;0,928558
2,277467;25,034388;-7,598115;0,997432;0,928312
2,278467;25,202286;-7,565786;0,997089;0,928065
2,279467;25,370303;-7,533435;0,996744;0,927816
2,280467;25,538433;-7,501065;0,996398;0,927566
2,281467;25,706670;-7,468676;0,996052;0,927314
2,282467;25,875007;-7,436270;0,995704;0,927061
2,283467;26,043438;-7,403848;0,995355;0,926806
2,284467;26,211958;-7,371411;0,995005;0,926550
2,285467;26,380561;-7,338960;0,994654;0,926292
2,286467;26,549239;-7,306498;0,994302;0,926033
2,287467;26,717987;-7,274024;0,993949;0,925773
2,288467;26,886800;-7,241542;0,993595;0,925511
2,289467;27,055670;-7,209050;0,993240;0,925248
2,290467;27,224592;-7,176552;0,992884;0,924983
2,291467;27,393560;-7,144049;0,992528;0,924717
2,292467;27,562567;-7,111540;0,992170;0,924449
2,293467;27,731608;-7,079029;0,991812;0,924180
2,294467;27,900676;-7,046516;0,991453;0,923910
2,295467;28,069766;-7,014002;0,991093;0,923638
2,296467;28,238872;-6,981489;0,990733;0,923365
2,297467;28,407987;-6,948978;0,990371;0,923091
2,298467;28,577105;-6,916471;0,990009;0,922815
2,299467;28,746221;-6,883968;0,989647;0,922538
2,300467;28,915328;-6,851471;0,989283;0,922259
2,301467;29,084420;-6,818980;0,988919;0,921980
2,302467;29,253492;-6,786499;0,988555;0,921699
2,303467;29,422538;-6,754027;0,988189;0,921416
2,304467;29,591551;-6,721566;0,987824;0,921133
2,305467;29,760525;-6,689117;0,987457;0,920848
2,306467;29,929456;-6,656682;0,987090;0,920562
2,307467;30,098336;-6,624262;0,986723;0,920274
2,308467;30,267159;-6,591857;0,986355;0,919986
2,309467;30,435921;-6,559470;0,985987;0,919696
2,310467;30,604614;-6,527102;0,985618;0,919405
2,311467;30,773234;-6,494753;0,985249;0,919112
2,312467;30,941774;-6,462425;0,984880;0,918819
2,313467;31,110228;-6,430120;0,984510;0,918524
2,314467;31,278590;-6,397839;0,984140;0,918228
2,315467;31,446855;-6,365582;0,983769;0,917931
2,316467;31,615017;-6,333351;0,983398;0,917633
2,317467;31,783070;-6,301148;0,983027;0,917334
2,318467;31,951008;-6,268973;0,982656;0,917034
2,319467;32,118826;-6,236828;0,982284;0,916732
2,320467;32,286517;-6,204714;0,981913;0,916430
2,321467;32,454076;-6,172632;0,981541;0,916126
2,322467;32,621497;-6,140584;0,981169;0,915821
2,323467;32,788774;-6,108571;0,980797;0,915516
2,324467;32,955902;-6,076593;0,980424;0,915209
2,325467;33,122875;-6,044653;0,980052;0,914901
2,326467;33,289686;-6,012751;0,979680;0,914592
2,327467;33,456332;-5,980889;0,979307;0,914282
2,328467;33,622805;-5,949067;0,978935;0,913971
2,329467;33,789100;-5,917288;0,978562;0,913660
2,330467;33,955212;-5,885551;0,978190;0,913347
2,331467;34,121135;-5,853860;0,977817;0,913033
2,332467;34,286862;-5,822213;0,977445;0,912719
2,333467;34,452390;-5,790614;0,977073;0,912403
2,334467;34,617711;-5,759063;0,976701;0,912087
2,335467;34,782821;-5,727560;0,976329;0,911769
2,336467;34,947714;-5,696109;0,975957;0,911451
2,337467;35,112385;-5,664708;0,975585;0,911132
2,338467;35,276827;-5,633361;0,975214;0,910812
2,339467;35,441035;-5,602067;0,974843;0,910492
2,340467;35,605004;-5,570828;0,974472;0,910170
2,341467;35,768729;-5,539645;0,974101;0,909848
2,342467;35,932203;-5,508520;0,973731;0,909525
2,343467;36,095422;-5,477453;0,973361;0,909201
2,344467;36,258380;-5,446446;0,972991;0,908877
2,345467;36,421071;-5,415499;0,972622;0,908552
2,346467;36,583491;-5,384615;0,972253;0,908226
2,347467;36,745633;-5,353793;0,971885;0,907899
2,348467;36,907493;-5,323035;0,971516;0,907572
2,349467;37,069065;-5,292343;0,971149;0,907244
2,350467;37,230344;-5,261717;0,970782;0,906915
2,351467;37,391324;-5,231159;0,970415;0,906586
2,352467;37,552000;-5,200669;0,970049;0,906256
2,353467;37,712367;-5,170248;0,969683;0,905926
2,354467;37,872420;-5,139898;0,969318;0,905595
2,355467;38,032153;-5,109621;0,968953;0,905263
2,356467;38,191561;-5,079415;0,968589;0,904931
2,357467;38,350639;-5,049284;0,968226;0,904599
2,358467;38,509382;-5,019228;0,967863;0,904266
2,359467;38,667784;-4,989248;0,967501;0,903932
2,360467;38,825841;-4,959345;0,967140;0,903598
2,361467;38,983547;-4,929521;0,966779;0,903264
2,362467;39,140897;-4,899775;0,966419;0,902929
2,363467;39,297886;-4,870110;0,966059;0,902594
2,364467;39,454509;-4,840526;0,965701;0,902258
2,365467;39,610762;-4,811024;0,965343;0,901922
2,366467;39,766638;-4,781605;0,964986;0,901586
2,367467;39,922133;-4,752271;0,964629;0,901249
2,368467;40,077241;-4,723022;0,964274;0,900912
2,369467;40,231959;-4,693859;0,963919;0,900574
2,370467;40,386281;-4,664784;0,963565;0,900237
2,371467;40,540201;-4,635797;0,963212;0,899899
2,372467;40,693716;-4,606899;0,962860;0,899561
2,373467;40,846820;-4,578092;0,962509;0,899223
2,374467;40,999508;-4,549375;0,962159;0,898884
2,375467;41,151775;-4,520751;0,961810;0,898545
2,376467;41,303617;-4,492219;0,961461;0,898207
2,377467;41,455029;-4,463782;0,961114;0,897868
2,378467;41,606006;-4,435440;0,960767;0,897528
2,379467;41,756543;-4,407193;0,960422;0,897189
2,380467;41,906636;-4,379043;0,960078;0,896850
2,381467;42,056279;-4,350991;0,959734;0,896510
2,382467;42,205468;-4,323038;0,959392;0,896171
2,383467;42,354199;-4,295184;0,959051;0,895832
2,384467;42,502466;-4,267430;0,958710;0,895492
2,385467;42,650265;-4,239778;0,958371;0,895153
2,386467;42,797591;-4,212228;0,958033;0,894813
2,387467;42,944440;-4,184780;0,957697;0,894474
2,388467;43,090808;-4,157437;0,957361;0,894135
2,389467;43,236688;-4,130198;0,957026;0,893796
2,390467;43,382078;-4,103065;0,956693;0,893457
2,391467;43,526973;-4,076038;0,956361;0,893118
2,392467;43,671367;-4,049119;0,956030;0,892779
2,393467;43,815257;-4,022307;0,955700;0,892440
2,394467;43,958638;-3,995604;0,955371;0,892102
2,395467;44,101506;-3,969011;0,955044;0,891764
2,396467;44,243856;-3,942529;0,954718;0,891426
2,397467;44,385684;-3,916157;0,954393;0,891088
2,398467;44,526985;-3,889898;0,954070;0,890751
2,399467;44,667755;-3,863751;0,953747;0,890414
2,400467;44,807991;-3,837718;0,953426;0,890077
2,401467;44,947686;-3,811799;0,953107;0,889741
2,402467;45,086838;-3,785995;0,952789;0,889405
